Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
740000,1.4417936,0.28593084,0.015696771,0.23208246,7.949144e-05,0.12649712,0.00013983589,22.26271186440678,0.6663865676822782,0.6663865676822782,1.0
750000,1.4430308,0.16359764,0.008426213,0.2185459,7.653443e-05,0.12551147,0.00013500609,63.166666666666664,0.7150943521058785,0.7150943521058785,1.0
760000,1.4496228,0.36097023,0.011486228,0.22721885,7.350788e-05,0.124502614,0.00013006275,47.3359375,0.7503937157824283,0.7503937157824283,1.0
770000,1.4542054,0.4256472,0.021975752,0.2317799,7.044057e-05,0.12348018,0.0001250528,103.01169590643275,0.7721605089688559,0.7721605089688559,1.0
780000,1.4493606,0.4994938,0.023952585,0.24256441,6.7420784e-05,0.12247355,0.000120120465,53.23497267759563,0.7984694036826188,0.7984694036826188,1.0
790000,1.4522223,0.51934457,0.025254952,0.24412607,6.453462e-05,0.121511534,0.00011540641,46.87894736842105,0.8417460484302075,0.8417460484302075,1.0
800000,1.4482131,0.48860294,0.026398003,0.25038424,6.1548315e-05,0.12051607,0.000110528774,77.34615384615384,0.8505128366418947,0.8505128366418947,1.0
810000,1.4438435,0.3949836,0.016845228,0.23728466,5.855562e-05,0.1195185,0.00010564071,58.97959183673469,0.7893333480258783,0.7893333480258783,1.0
820000,1.4426521,0.45245877,0.01957528,0.24613644,5.552564e-05,0.118508525,0.00010069174,116.94409937888199,0.8420394888319271,0.8420394888319271,1.0
830000,1.4451392,0.49988875,0.02404266,0.24086593,5.246824e-05,0.1174894,9.569799e-05,71.60240963855422,0.8533146228494771,0.8533146228494771,1.0
840000,1.4454396,0.51877886,0.021896407,0.24721791,4.9442107e-05,0.11648068,9.0755304e-05,48.22222222222222,0.8620904122431905,0.8620904122431905,1.0
850000,1.4475042,0.49505323,0.023854736,0.24362905,4.648833e-05,0.11549608,8.593079e-05,45.464646464646464,0.7687755256929264,0.7687755256929264,1.0
860000,1.4506633,0.5161933,0.020511713,0.24054377,4.339628e-05,0.11446539,8.0880454e-05,22.657754010695186,0.8800000181874713,0.8800000181874713,1.0
870000,1.4523627,0.5638781,0.027520241,0.2391664,4.041147e-05,0.113470465,7.600525e-05,37.09251101321586,0.8353448436627614,0.8353448436627614,1.0
880000,1.4535993,0.57522297,0.020580063,0.24510743,3.7400696e-05,0.11246687,7.108766e-05,46.73390557939914,0.8708154680647052,0.8708154680647052,1.0
890000,1.4535707,0.60434186,0.024659583,0.23969781,3.4599012e-05,0.111532986,6.651157e-05,49.772,0.8690079535682877,0.8690079535682877,1.0
900000,1.4515293,0.6322367,0.02761877,0.24264237,3.1493317e-05,0.11049775,6.1438936e-05,24.92526690391459,0.8886525001878857,0.8886525001878857,1.0
910000,1.4514247,0.62524927,0.022824168,0.24185704,2.8551378e-05,0.10951709,5.663377e-05,31.230188679245284,0.9136502081492894,0.9136502081492894,1.0
920000,1.4500836,0.7078092,0.022157997,0.24138293,2.5501075e-05,0.10850033,5.16516e-05,30.167664670658684,0.9284023853492808,0.9284023853492808,1.0
930000,1.4476991,0.69026864,0.028884348,0.24635543,2.259288e-05,0.10753092,4.690154e-05,51.246875,0.9353291725442047,0.9353291725442047,1.0
940000,1.4448541,0.7081868,0.029598717,0.24006367,1.9404652e-05,0.106468186,4.1694107e-05,20.350877192982455,0.9476744375992999,0.9476744375992999,1.0
950000,1.4427996,0.68814135,0.02619304,0.24926037,1.6507296e-05,0.1055024,3.6961763e-05,26.112244897959183,0.982191800662916,0.982191800662916,1.0
960000,1.4415197,0.66971445,0.020076226,0.24544239,1.3583973e-05,0.10452797,3.2187e-05,52.33085501858736,0.9804059239207489,0.9804059239207489,1.0
970000,1.4408174,0.7176061,0.021225918,0.24274136,1.0526745e-05,0.10350889,2.7193524e-05,35.796460176991154,0.9915868461879338,0.9915868461879338,1.0
980000,1.4402732,0.73436445,0.025519267,0.24223465,7.4821414e-06,0.10249402,2.2220669e-05,22.329479768786126,0.9875071022564561,0.9875071022564561,1.0
990000,1.4403498,0.634521,0.02353005,0.24331342,4.6887267e-06,0.10156287,1.7658092e-05,14.309433962264151,0.984090929568717,0.984090929568717,1.0
1000000,1.4404461,0.6328529,0.018821435,0.24355222,1.4650193e-06,0.100488305,1.2392701e-05,19.03515625,0.9992248262314833,0.9992248262314833,1.0
